0CjK3esfpFcxIopebzjFxA,5036,4.0,chinese
xq0cX_DgxiJMXwhmEl9kUA,1038,4.0,chinese
6hacsz7FUwprKTjJb6KFog,1260,3.5,chinese
6tASYtO9zOrXr8-LPnAToQ,324,4.0,chinese
wfhMIiMh2A2psCGONOVSlg,992,4.0,chinese
bVkjBJlAIwKAj9Aw1KVWjA,644,4.0,chinese
FXhSEZfIqjMZh4hR0_8jMQ,289,4.0,chinese
ojbH3wnRu050hRhkmoxRiA,404,4.0,chinese
nI1UYDCYUTt23TpGxqnLKg,3376,4.0,chinese
uiQ6p_3biJD5S4PrF58t_g,837,3.5,chinese
qGgQMVExGERqGhZNDM2ROg,448,3.5,chinese
HScFap2SwbUlfC-QXVkxFA,1305,4.0,chinese
0k678lCWQyReNi0lARlOmw,470,4.0,chinese
xCHApgtkLpEyh0lz-uhZvg,187,4.0,chinese
5YBYGnZtTGJABXC4Jahhzg,156,4.0,chinese
NZb6ILmE0p4gQ5harzrAvA,327,3.0,chinese
oowNI_aUmGEFa_VW8BFgRg,148,4.0,chinese
M-odQWSEfsR2mVEw7nKG-g,1770,4.0,chinese
LwEzFDBX-nUHYHgAddfaxA,318,3.0,chinese
croh2zWlbPyCQTNS11klcg,44,4.0,chinese
rEbwps11tIERRkwQrIXQog,734,3.5,chinese
dDXtga5Kgo5B1twdezcZJA,270,4.0,chinese
SVJNB9LqI13jtVyKMZVqeg,376,3.5,chinese
neQM053ovAOrf1sVSAPI9w,768,4.0,chinese
lQ8Fzgji9qmgRXkFcvAsVQ,179,4.0,chinese
6dVXDdgzDEVt4DvHzpWo9w,273,3.5,chinese
X8ZS-dgiMIJvhwf9SaDnjw,940,4.5,chinese
H1jops1lmuhrq9lP7lEGJQ,1045,4.0,chinese
sR-KTsDa4vafaDak9Ik2sQ,150,3.0,chinese
rYw5rQbWRX9buZHZbxqWdA,1352,3.5,chinese
YdAtCf_13UK-uvXuOMrhNg,139,4.0,chinese
ZdLS7gD1ulmCPkqNc9_S3A,103,4.0,chinese
JaKLZrh1Y_2qB_0Gc3bk3A,409,3.0,chinese
R26zweQ8-xoZS7iHkXQOvw,1290,4.0,chinese
sfsjk1h50ooC2ioY7m48gw,204,4.0,chinese
0dDCDQz7DrKkSvu9h2hcQw,67,4.5,chinese
wurhcLKXD4YJ5XfTxpbE5Q,387,3.5,chinese
Jy7htqnnxlKB2vZO42_-aw,138,3.5,chinese
_RhAY03oEBw9HNwUAJyBCw,385,2.5,chinese
IqbHVeqgewmbeSMXBhbqSw,212,3.5,chinese
BPErPpKSNluwcjbKRgze3w,385,4.0,chinese
MhceeLrM2_3mcKw5EGLY6A,2143,4.0,chinese
EFihj7vsRRXiF5la-UURyw,687,3.5,chinese
v2dtG37r1ThqtfEfiFsAUg,426,3.0,chinese
uaFHoq-a5XqxF-bsOK9_Qg,758,3.5,chinese
jwKPVep2qZYBUA6SLLQPvg,174,3.5,chinese
l1nX-f46dmOEmYPoiuLSaw,348,3.5,chinese
Gd3_3mxOvj2xYiqysV8rbQ,1457,4.0,chinese
SNhDVaf_n7VDZcfry8mYdA,912,3.5,chinese
EDLKX7cCxPbmbmo1XG3xJQ,415,3.0,chinese
jc7lVTvmYMIK5RNpENtS6w,95,4.0,chinese
bnDfFdiCcPzhuNWUJORvLQ,774,4.0,chinese
scTDvJ2M2jDbb1ntVeIyxA,343,3.5,chinese
R7EGjHWw0tNheY6-ahH8fQ,327,4.5,chinese
lynQoI3w_pzYfHGeuUU-Qg,476,4.5,chinese
1dFOF1HPaThSCsdiqR7DrA,268,3.5,chinese
g_5V15Xp1OvB1QXuGMstYA,480,3.0,chinese
NN3mOWF5e_pnR1ArqM2bHQ,1617,4.0,chinese
C7CFAdrczXxNhnN-MNJqmw,580,4.0,chinese
-lgNzAEyFr8LCTuBTWnAMg,122,4.0,chinese
rGuXwUtNoDp0_GmspjYwcA,456,3.5,chinese
Bwj7nzWphGV6FaZ_ygTSOg,112,3.5,chinese
0vg2Z-HPwkyVVX613j2ysg,261,4.5,chinese
AxalkZb61r5Ks7l1yhhIHQ,154,3.5,chinese
B7bxdtvLYR7Nmex4AIFd4w,503,3.5,chinese
zubN8Ve-RyoljRZV4NRxEQ,1137,3.5,chinese
douRKPVxuo8BEOkMxgVl_w,49,4.0,chinese
Lbs8QBRN1U7IYBo5Mcv-RQ,1364,4.0,chinese
ynB8T3htx8s5V0YV8gVPGA,357,4.0,chinese
5uTJ_4fWfT1ImuwCLN9xGA,309,3.0,chinese
eMmcNV51xPKNGMCqBccPvw,167,4.0,chinese
wDRgZ1i7xcJ51xgtfO-fxQ,268,3.5,chinese
Qn-qGoIkj-9uApdxb_VTeA,384,3.5,chinese
Kqb7MjTPNkjPMoFRd-rWpw,383,4.0,chinese
7ZQSMqWzvXMSetXnii2fBg,349,4.0,chinese
lgS9lE0Y9FhzT68zCj5QCw,166,3.5,chinese
LpVbI-E9C-CSp7WhU5h2Iw,421,4.5,chinese
TU_BU9HLflYI2xlyqVQdRA,2149,3.5,chinese
BTWWgZrMo_pS_BK-TYO92g,207,4.0,chinese
omOPvWNdukvWOC0peXPyng,145,4.0,chinese
w3wKbjuNCZnYoPOr-FCk5w,52,4.5,chinese
AvTezlpt3GXTdSEnXbHP4w,314,4.0,chinese
RkcQl4uEJWblWf4xX8ssqQ,366,3.5,chinese
wDuf4Qz9qsC62amLZgWNJQ,147,4.0,chinese
MdDj13LgIs0WdbIdiyqB7Q,165,4.0,chinese
kwqOmEwWJ0D9PyCdFGE3-g,522,4.0,chinese
Va_mnsEvBghHXvc7uZIWJQ,473,4.0,chinese
tsHdT1GDibhYYA0JA7Z9tg,268,4.0,chinese
L37A2JWXfwR_PgKColA8xA,1248,3.5,chinese
s25mujxKWphsyFm0Ji1xYA,293,3.0,chinese
6kCo3xb87Sc3Aa5ZSWzNnw,187,3.0,chinese
SyvC0s3y0ZrtnLbwnvw7tw,1094,3.5,chinese
mDajKjZjRN4tVGEJFOgF9w,217,3.5,chinese
R3UNnA8EbjhNWBHS0wJ0VA,218,3.5,chinese
l44CFBTejwL0ElKmkH7xQQ,295,4.0,chinese
A-ert0jDRBfku9ogyW_mEg,170,4.5,chinese
38KDbZ8yuozUbswBr6OWVA,235,3.5,chinese
AgTj_2PYIKP519hexQCvCg,283,3.5,chinese
Lp8vAE5nHSt5zbu-lSGK8A,235,4.0,chinese
ZiGeqmXH55hVegpqnqoznw,159,3.5,chinese
u5-S5ElOzXnavuZ2gFsCpg,155,3.5,chinese
Qwd4Tv-CqgO2Yl9zZgkKOQ,245,3.0,chinese
PQ2ZlhuTlJpvMUgvsAwtmQ,252,3.5,chinese
UNyGz06_7RendbswIyNYtA,124,3.5,chinese
B3_K2kUVbYOU0VaLcj_LTw,1437,4.5,chinese
Qgv2vyUV-DwK8YwrhU-jtw,54,3.5,chinese
-OixbLnFLCzQclxCSbUQ8w,1616,4.5,chinese
FH978pIP1TLRuPAH-MbWIQ,1938,3.5,chinese
XiIBASyS65DX3E_staW0JQ,301,4.0,chinese
hh0W5CPtx2MoyQGb1kAEEA,169,4.0,chinese
lSrdxUNxyMgh5YU903JUiw,100,4.0,chinese
gQ6DNeLNWQV-zwWyuFeBpg,137,3.0,chinese
KBZQN540Xz6LbXLRVOMc0w,157,3.5,chinese
8ig0yf0003DAp4YOGTlbVg,486,4.0,chinese
NmJ2xtfZrscfWB_a5wEbXQ,161,3.5,chinese
a2sxaQooPmq9r7Cc-Umunw,227,3.5,chinese
bSi2f2TaOr4RVTI5eFt0wQ,170,3.0,chinese
5yHuB6cT4Y82u22kOziobw,86,3.0,chinese
gJXNSJ9VXTuCFmp_Kl9TVQ,65,4.0,chinese
wo7-TKh4B37RTBjPNtkp7w,31,3.5,chinese
SBJHGtqJyfaU47NPjGAU6A,67,4.0,chinese
vQe7_ZW_jBSWKtgSiXGIOA,449,4.0,chinese
MYPes7EWP5aLiVG1Z_9eFQ,108,3.0,chinese
Vzx-7-jSEBz2g8NuGVhHvQ,549,3.5,chinese
Ece_DRuD1yQjRPJBAebRpw,220,3.0,chinese
eVDV1ALwvre01Xo8v6BCoQ,85,4.0,chinese
iSjPBJRiWqrgxW7ZM3CGig,155,4.0,chinese
PGeL1b4xNJggpZsHEGoxjg,324,3.0,chinese
B87c3bE_u53yNYO1cmHSIw,463,4.0,chinese
9v-JAffC6qw8Xp67BICByQ,389,3.5,chinese
7hh2eP4HVkyjtpcqeITk3Q,113,3.0,chinese
x64xHVZoQj1ZOjzPqVprkw,177,4.0,chinese
2lJwfmyRKO8zFz5Xuiw11w,275,3.0,chinese
WRPJeH3goSpj5ke3Pkrnfw,140,4.0,chinese
WRRs3smfm6rHP5k4Slzr3w,128,3.0,chinese
ZCAkVl5SeCDeBWg_xjfYeg,56,4.5,chinese
UtrW_dBuT5aqxSzx0FUICQ,239,3.5,chinese
IhSVn0TaX8xXb3wcQ-fgcA,2224,4.0,chinese
tguMh2GgOcU9fu6WN3dqpw,819,4.0,chinese
Xf6e3HaP0AgMBxY7dEDkOA,1341,4.0,chinese
MXstrG3HjF83LcxAd8OpTw,46,4.0,chinese
vZgJyMZlpSSS_Y-duxd4_A,216,4.0,chinese
6LfskUyZzmcDSV6h5kOwGw,711,3.5,chinese
I_Va7AZSHpEwX75S-3hHLQ,118,4.0,chinese
ev6e12vhY_0y4qE1cRhv0A,819,4.0,chinese
ak9vroilf-vpA_GSNWX2Jg,356,4.0,chinese
H_KyiRhwho8rdlw_R93_0Q,1705,4.0,chinese
PBUIaPtgnhmdHE3KHglK-g,1676,4.5,chinese
N_5VwtCoXPhHdlz1JQbIoQ,139,3.0,chinese
97q5nUQTuBo_h00XCxna2A,1353,4.0,chinese
_WXa2M3gz2Mi0ys3s88nDw,147,4.0,chinese
Sj2StOWkhHIPE6_sS5RMCQ,186,3.0,chinese
z4ac0Zdj7wyXqBQRRbQKOQ,165,3.5,chinese
AEkpyAGcVe5NgH2Nb7fCNQ,183,3.5,chinese
lpLd3AFaMOV7LfPtvUiq8A,622,3.0,chinese
bgnM6uy66zupYzb4QdL3vA,84,3.5,chinese
KSYV3rNYaKWW-AHN4_i-7A,92,3.5,chinese
JzD9nfJWHwnG-2Wk87muHg,1056,3.5,chinese
unz_YBwCWg-O5id5rxSyDA,146,3.5,chinese
OfqANzeWRlZrdHQuG7pI0w,143,3.0,chinese
U74_3F7r3tMhd6dmTmDBxQ,656,4.0,chinese
7T7L3GgX_rA88SlCfd0QBw,179,3.5,chinese
bcqTacyE-0XDaZYG_xbTBQ,227,4.0,chinese
MXYtu8-0eNkW6L4firJfcw,228,3.0,chinese
dTZ-q8CwEDo9iVKM0tydnQ,176,3.0,chinese
UiBQ8Uyu4wfOtEM1Rr8ycA,400,4.0,chinese
DKGUSLiqNchBNatKoPM9QQ,90,4.0,chinese
Aux2Mp7bGnF3S6h60ab3iQ,26,4.0,chinese
8FJ8XVa-duF8rPeyfscUPg,112,3.5,chinese
_XLLSXPIjgoZQtwU3RCcQA,255,4.0,chinese
GJZnf3B-ADjlCV1NXsHvGQ,88,3.0,chinese
hWkbadE0u-Eiqg9SAm176Q,44,3.0,chinese
dpCSDy9uefOEcY44FHss2Q,357,3.5,chinese
zyG1GIU3KnIZ3bOVGgJXlA,90,3.5,chinese
fUhBM10aNrkVGvHJ2Hbhqw,188,3.0,chinese
x_t-FtDa5HVgc-wecp0HBg,2019,3.5,chinese
RTFIMX31BPeZzx7kJJ1SCA,575,3.5,chinese
kWJF8L1u5jdlkLBItUu16w,630,3.5,chinese
D13m2P0qKQUWNqIW-lpHZg,101,4.0,chinese
d_TC6Om2EBTzHVm_lCgNtg,1090,3.5,chinese
b8a-8u_A51v2IzyjLVsx6w,2394,4.5,chinese
ynIx549QFj29o84y1RSGyw,349,4.0,chinese
3Rah-cvFk79duFQ83voQ5A,208,4.0,chinese
mOP2_wjgUMqELKDL1Y-U-A,399,3.5,chinese
OvdCm3j_5HzItolfvwrEUA,336,3.5,chinese
BbODF2tZuw4xW_RFwMzwRg,12,3.5,chinese
sMoKKcyUslHmHe0NmCYgfg,202,4.0,chinese
DOa_Hm5HHT99GOvlhbydaQ,37,4.0,chinese
Yb6PQ_4YQpJ0SVZ1tetkbg,104,3.5,chinese
R18bhjYmKxpwfkwGFlWW2g,426,3.5,chinese
ItZ8CzZAGXGjB8_9HxDIXg,88,3.0,chinese
Te2iLepC0UrJRzVKexFukQ,704,3.0,chinese
RoXFN-T1s6moM5smbY_5Gw,443,3.0,chinese
xEDD2ScBU3jHhWxlMC7dkQ,997,4.0,chinese
zYoL-o9YJpGTwJ-Gmj8AFA,224,3.0,chinese
NjBgTtcJgdXKLvqYt3C8CQ,72,4.0,chinese
8xDbEfYXuPwi-94LLcb22A,50,4.0,chinese
ePVlFbTzdVQFWie__kdplg,341,3.5,chinese
